"","p.value","HR","Low 95%CI","High 95%CI"
"EFHC1",0.929115019107123,0.98871244410357,0.769928455515433,1.26966640877148
"IQGAP2",0.159937041998159,0.880826380235156,0.737952200144628,1.05136228602084
"IVD",0.979634294326638,1.00346934935176,0.769166163107557,1.30914590810937
"TCN2",0.000481678005246285,0.674722764769968,0.540982969270017,0.841525214579545
"SLC38A10",0.797814193288705,1.05675755562527,0.692698382667886,1.61215409089025
"SGSM3",0.141698958742564,0.779386364826505,0.55895407087642,1.08674958700099
"CCDC151",0.182550628280386,0.813814799339471,0.601121216758996,1.10176534974887
"DCPS",0.0913634317529876,0.704510219581498,0.469129607947562,1.05799045953682
"DENND3",0.544754041068629,0.898441648027784,0.635293428613778,1.27058987005769
"LRRN1",0.901174782047054,0.991939923753522,0.872995382247758,1.12709051198268
"ALDH3B1",0.984820177862019,0.998319773491685,0.839529488587451,1.1871439701557
"TMPRSS3",0.805226707237327,1.01558339409074,0.898127372150579,1.14840017388974
"TMEM231",0.54205269903772,0.924956401369874,0.719806141012275,1.18857605636976
"NPHP1",0.52671263499775,0.899067905952612,0.646735981311059,1.24985020606923
"SUSD2",0.900716141429294,0.988807341794995,0.828542543341402,1.1800721242926
"SLC41A2",0.0898512325382968,1.19085952380207,0.973201095051003,1.45719770830689
"RAB17",0.479671325969618,1.05449501321352,0.910216344131707,1.22164333793953
"TMEM205",0.226660898730769,0.859066601494452,0.67154517669001,1.09895127151496
"MUC16",0.289809975376913,0.928532721874995,0.809415142336984,1.06518024002279
"HOXB2",0.360848643234269,0.933465468262401,0.805304146878349,1.08202321298859
"BCAS1",0.327950141304468,0.925405332382723,0.792276640637266,1.08090404951679
"FMN1",0.509397820469729,1.09651780384904,0.833955725813809,1.44174475567586
"PDE4C",0.339667228560882,0.894924289329091,0.712554490504844,1.12396945679726
"VILL",0.245193169866825,0.904345687484082,0.763290271075554,1.0714680292186
"ABCC3",0.474376103479611,1.05341380564614,0.9134464052051,1.21482841204758
"RAB36",0.00440791805035536,0.748013009745258,0.612514229605525,0.913486472156748
"PDE3A",0.103582735057209,1.15574700084644,0.970887762727734,1.37580385832933
"TP53I11",0.433813318658062,0.93172224939971,0.780503470950801,1.11223893593828
"PLA2G10",0.655738715192293,0.953361084105334,0.772793250039609,1.17611968872646
"PDK4",0.72201082565536,1.03284590413462,0.864397095003429,1.23412106293974
"SERPINF2",0.0334752817827485,0.767127474978804,0.600818712932206,0.979471095358106
"MUC13",0.951290591488634,0.997412787187349,0.917860854647981,1.08385956652043
"CPD",0.516627545237866,1.07378690201287,0.865928028394518,1.3315405820414
"TTC21A",0.0315449359197942,0.641755577489123,0.428327828986405,0.961530382494642
"NEK6",0.027226409668274,1.31827450892248,1.03155702522034,1.68468406339787
"SH3BGRL2",0.553598878344882,0.956928685484141,0.827211941291099,1.10698656945544
"ATP7B",0.613930240344894,1.03662529730307,0.901422131395775,1.19210741514052
"SPNS3",0.0129593255974746,0.60365493662563,0.405401106746166,0.898861094478104
"P2RX4",0.75406565556485,0.953175221889664,0.706111167065592,1.28668550506016
"PODXL",0.897281121329356,0.987547272871605,0.816460346132454,1.19448497502159
"ACE",0.812704164465049,0.970316548587967,0.756242563241795,1.24498970334024
"UCP2",0.000956077539106253,0.703224318715466,0.570643643125975,0.866608168495202
"SPEF1",0.0441502323613673,0.73583866381419,0.545824782585833,0.992000650096363
"ACSM3",0.640840904756906,0.945434074898897,0.746883653342253,1.19676684043095
"LY6G5C",0.330629481259913,0.833824871416331,0.578184968107106,1.20249393281298
"NXNL2",0.976056201776024,0.996240360711969,0.779000720465709,1.27406153837467
"MGAT3",0.205097770645532,0.902963988293807,0.771088572116739,1.05739339634775
"TMEM62",0.343377479552139,1.13326484018554,0.874872893525822,1.46797232775718
"C3",0.553185179218619,1.03835465617116,0.916895520447513,1.17590321683117
"METTL7A",0.13952114902909,0.894713264474705,0.771958385568702,1.03698831516319
"SLC17A9",0.774290502597554,1.02829061270271,0.849782368522634,1.24429692041129
"GPR35",0.860151670916669,0.984185029054678,0.824247504691169,1.1751569351469
"FOXJ1",0.0298968894760634,0.905179937948616,0.827339315573602,0.990344233183935
"TNNC1",0.518455130983129,0.95558254499662,0.832485717033266,1.096881281707
"KIF13B",0.689282297410655,1.04959134992794,0.827902045273598,1.33064292826997
"BMP3",0.285077706123349,0.918276000195745,0.785389645525674,1.07364645986784
"TJP3",0.452571571621226,0.954707177627073,0.84595003928672,1.0774463652501
"GCNT3",0.9036638419298,1.00750084396946,0.892669875374876,1.13710340026081
"GLRB",0.824500967767059,1.01984308265859,0.857261992295447,1.21325793350713
"CCDC57",0.369317883636704,0.858639342581264,0.615611974748645,1.1976075041903
"OCEL1",0.609300801321304,0.921193589361437,0.672413423198924,1.26201768109195
"FCGRT",0.405631027572569,0.904015441155798,0.712671386198151,1.14673316997869
"RGL3",0.534689841062232,1.03732847913097,0.923998158275429,1.16455900261157
"COL9A2",0.13394356919984,0.896592394088628,0.777322524263579,1.03416264940882
"HSH2D",0.0916913192373509,0.845155029207269,0.695068696734096,1.02764953557907
"C2CD2L",0.603466931198452,0.903628881086245,0.616488393859736,1.3245101819694
"SLC40A1",0.10496063160647,0.889642101705034,0.772362617532198,1.02472990168139
"SCGB2A1",0.52901344883822,0.974021059007138,0.897379878385717,1.05720781827203
"KLHDC9",0.865153516938512,0.983266900694477,0.809259945597944,1.19468880581624
"B3GNT7",0.841053771462163,0.982153201830027,0.823655757167228,1.17115057288323
"SLFN11",0.738889795775283,0.970777324900163,0.815421692147826,1.15573159705625
"MAGED1",0.837529794265172,0.979161566793981,0.800640978845853,1.19748726235387
"PLA1A",0.00172953074748736,0.711564352585185,0.57512881165808,0.880365959080115
"ENTPD8",0.706122444936624,1.0268841216749,0.894610968935329,1.17871458764136
"FAIM2",0.831546181175008,1.02855450132039,0.793535789751481,1.33317788037985
"TMEM125",0.324161298284862,0.929275098147089,0.803189586933906,1.07515364004257
"RNASE4",0.829116748694064,0.969270758569001,0.730054018816549,1.28687162758158
"NEK8",0.279233879381042,0.83411921611125,0.600543076491197,1.15854281553148
"MAPK8IP1",0.459458395750538,0.935017980585538,0.782539816689439,1.11720656939456
"CUEDC1",0.516499519461497,0.934885048188671,0.762807243966025,1.14578100855799
"PTPRJ",0.551219154810281,0.920536277935535,0.701092471026202,1.2086665796811
"CABLES1",0.856646983459978,1.01938101173891,0.827725217730803,1.25541378326328
"DUSP4",0.146183324392995,1.11935172880831,0.961439072402723,1.30320092947224
"PRKAB1",0.502299824236937,0.899169767050127,0.659158921603797,1.22657259649889
"GMPPA",0.264093317159309,0.792377755355588,0.526690187279985,1.19209076293004
"KDELR3",0.217674748927202,1.12792223298303,0.931448547370061,1.36583879726851
"SLC27A1",0.395245048138734,0.874592670413415,0.642158331405238,1.19115847561614
"HNMT",0.861001126236983,1.01800411963477,0.833692429354811,1.24306321024813
"MCF2L",0.573825382374959,0.943809568392318,0.77154377283407,1.15453786648663
"GNE",0.262628069528047,0.896859164009641,0.741324000856586,1.08502673478621
"DDAH1",0.828540532469474,1.01544314779217,0.883940823281892,1.16650884226583
"PLCL2",0.319347533592207,0.889585916713613,0.706606986092922,1.11994803163626
"SPAG8",0.0183597438288925,0.65169615178162,0.456560579635819,0.930233342935006
"NHLRC4",0.446146891601826,0.840055279846393,0.536513388448241,1.31533133821484
